"TIME","GEO","UNIT","INDIC_IL","CITIZEN","SEX","AGE","Value","Flag and Footnotes"
"2010","Belgium","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","21 961",""
"2010","Belgium","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","16 998",""
"2010","Belgium","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Belgium","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","11 089",""
"2010","Belgium","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Belgium","Euro","Median equivalised net income","Foreign country","Total","18 years or over","15 405",""
"2010","Belgium","Euro","Median equivalised net income","Reporting country","Total","18 years or over","20 008",""
"2010","Bulgaria","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":","u"
"2010","Bulgaria","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Bulgaria","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","3 588","u"
"2010","Bulgaria","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Bulgaria","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","3 570","u"
"2010","Bulgaria","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","3 552",""
"2010","Bulgaria","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":","u"
"2010","Bulgaria","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Bulgaria","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","3 122","u"
"2010","Bulgaria","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Bulgaria","Euro","Median equivalised net income","Foreign country","Total","18 years or over","3 296","u"
"2010","Bulgaria","Euro","Median equivalised net income","Reporting country","Total","18 years or over","3 070",""
"2010","Czechia","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","9 972",""
"2010","Czechia","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Czechia","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","9 143",""
"2010","Czechia","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Czechia","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","9 563",""
"2010","Czechia","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","8 089",""
"2010","Czechia","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","7 370",""
"2010","Czechia","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Czechia","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","7 942",""
"2010","Czechia","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Czechia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","7 905",""
"2010","Czechia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","7 161",""
"2010","Denmark","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","27 632",""
"2010","Denmark","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Denmark","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","19 459",""
"2010","Denmark","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Denmark","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","22 757",""
"2010","Denmark","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","27 419",""
"2010","Denmark","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","24 199",""
"2010","Denmark","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Denmark","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","17 847",""
"2010","Denmark","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Denmark","Euro","Median equivalised net income","Foreign country","Total","18 years or over","20 249",""
"2010","Denmark","Euro","Median equivalised net income","Reporting country","Total","18 years or over","25 803",""
"2010","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","22 787",""
"2010","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","17 198",""
"2010","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","19 906",""
"2010","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","21 921",""
"2010","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","17 557",""
"2010","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","13 290",""
"2010","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","16 009",""
"2010","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","19 137",""
"2010","Estonia","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","6 045","u"
"2010","Estonia","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Estonia","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","5 351",""
"2010","Estonia","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Estonia","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","5 363",""
"2010","Estonia","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","7 035",""
"2010","Estonia","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","5 615","u"
"2010","Estonia","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Estonia","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","4 747",""
"2010","Estonia","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Estonia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","4 764",""
"2010","Estonia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","5 945",""
"2010","Ireland","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","22 801",""
"2010","Ireland","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Ireland","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","20 140",""
"2010","Ireland","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Ireland","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","21 921",""
"2010","Ireland","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","25 104",""
"2010","Ireland","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","20 025",""
"2010","Ireland","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Ireland","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","19 110",""
"2010","Ireland","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Ireland","Euro","Median equivalised net income","Foreign country","Total","18 years or over","19 754",""
"2010","Ireland","Euro","Median equivalised net income","Reporting country","Total","18 years or over","21 435",""
"2010","Greece","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","11 865",""
"2010","Greece","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Greece","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","8 546",""
"2010","Greece","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Greece","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","9 195",""
"2010","Greece","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","14 485",""
"2010","Greece","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","9 500",""
"2010","Greece","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Greece","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","7 600",""
"2010","Greece","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Greece","Euro","Median equivalised net income","Foreign country","Total","18 years or over","8 095",""
"2010","Greece","Euro","Median equivalised net income","Reporting country","Total","18 years or over","12 453",""
"2010","Spain","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","12 270",""
"2010","Spain","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Spain","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","10 837",""
"2010","Spain","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Spain","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","11 327",""
"2010","Spain","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","18 089",""
"2010","Spain","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","11 762",""
"2010","Spain","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Spain","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","9 573",""
"2010","Spain","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Spain","Euro","Median equivalised net income","Foreign country","Total","18 years or over","10 182",""
"2010","Spain","Euro","Median equivalised net income","Reporting country","Total","18 years or over","15 635",""
"2010","France","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","22 691",""
"2010","France","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","France","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","14 452",""
"2010","France","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","France","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","17 897",""
"2010","France","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","24 435",""
"2010","France","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","18 806",""
"2010","France","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","France","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","12 413",""
"2010","France","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","France","Euro","Median equivalised net income","Foreign country","Total","18 years or over","14 569",""
"2010","France","Euro","Median equivalised net income","Reporting country","Total","18 years or over","20 738",""
"2010","Croatia","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":","u"
"2010","Croatia","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Croatia","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","4 904","u"
"2010","Croatia","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Croatia","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","5 665",""
"2010","Croatia","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","6 682",""
"2010","Croatia","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":","u"
"2010","Croatia","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Croatia","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","3 693","u"
"2010","Croatia","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Croatia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","4 122",""
"2010","Croatia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","5 907",""
"2010","Italy","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","12 498",""
"2010","Italy","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Italy","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","12 136",""
"2010","Italy","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Italy","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","12 232",""
"2010","Italy","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","19 112",""
"2010","Italy","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","11 472",""
"2010","Italy","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Italy","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","11 449",""
"2010","Italy","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Italy","Euro","Median equivalised net income","Foreign country","Total","18 years or over","11 449",""
"2010","Italy","Euro","Median equivalised net income","Reporting country","Total","18 years or over","16 867",""
"2010","Cyprus","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","17 209",""
"2010","Cyprus","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Cyprus","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","14 199",""
"2010","Cyprus","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Cyprus","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","15 851",""
"2010","Cyprus","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","19 840",""
"2010","Cyprus","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","14 592",""
"2010","Cyprus","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Cyprus","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","11 593",""
"2010","Cyprus","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Cyprus","Euro","Median equivalised net income","Foreign country","Total","18 years or over","13 385",""
"2010","Cyprus","Euro","Median equivalised net income","Reporting country","Total","18 years or over","16 830",""
"2010","Latvia","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","5 464","u"
"2010","Latvia","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Latvia","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","4 803",""
"2010","Latvia","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Latvia","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","4 810",""
"2010","Latvia","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","5 660",""
"2010","Latvia","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","4 886","u"
"2010","Latvia","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Latvia","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","3 996",""
"2010","Latvia","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Latvia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","3 996",""
"2010","Latvia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","4 656",""
"2010","Lithuania","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":","u"
"2010","Lithuania","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Lithuania","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","4 786",""
"2010","Lithuania","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Lithuania","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","4 938",""
"2010","Lithuania","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","5 007",""
"2010","Lithuania","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":","u"
"2010","Lithuania","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Lithuania","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","4 298",""
"2010","Lithuania","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Lithuania","Euro","Median equivalised net income","Foreign country","Total","18 years or over","4 298",""
"2010","Lithuania","Euro","Median equivalised net income","Reporting country","Total","18 years or over","4 072",""
"2010","Luxembourg","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","36 264",""
"2010","Luxembourg","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Luxembourg","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","26 067",""
"2010","Luxembourg","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Luxembourg","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","34 770",""
"2010","Luxembourg","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","39 751",""
"2010","Luxembourg","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","29 407",""
"2010","Luxembourg","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Luxembourg","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","21 146",""
"2010","Luxembourg","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Luxembourg","Euro","Median equivalised net income","Foreign country","Total","18 years or over","27 734",""
"2010","Luxembourg","Euro","Median equivalised net income","Reporting country","Total","18 years or over","36 569",""
"2010","Hungary","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","5 550","u"
"2010","Hungary","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Hungary","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":","u"
"2010","Hungary","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Hungary","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","5 346",""
"2010","Hungary","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","4 756",""
"2010","Hungary","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","5 434","u"
"2010","Hungary","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Hungary","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":","u"
"2010","Hungary","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Hungary","Euro","Median equivalised net income","Foreign country","Total","18 years or over","4 925",""
"2010","Hungary","Euro","Median equivalised net income","Reporting country","Total","18 years or over","4 355",""
"2010","Malta","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","11 829",""
"2010","Malta","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Malta","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","11 778",""
"2010","Malta","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Malta","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","11 809",""
"2010","Malta","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","12 171",""
"2010","Malta","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","9 755",""
"2010","Malta","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Malta","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","11 065",""
"2010","Malta","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Malta","Euro","Median equivalised net income","Foreign country","Total","18 years or over","9 763",""
"2010","Malta","Euro","Median equivalised net income","Reporting country","Total","18 years or over","10 720",""
"2010","Netherlands","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","23 016",""
"2010","Netherlands","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Netherlands","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","19 011",""
"2010","Netherlands","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Netherlands","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","21 104",""
"2010","Netherlands","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","23 293",""
"2010","Netherlands","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","19 520",""
"2010","Netherlands","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Netherlands","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","16 224",""
"2010","Netherlands","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Netherlands","Euro","Median equivalised net income","Foreign country","Total","18 years or over","17 165",""
"2010","Netherlands","Euro","Median equivalised net income","Reporting country","Total","18 years or over","20 947",""
"2010","Austria","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","20 630",""
"2010","Austria","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Austria","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","16 867",""
"2010","Austria","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Austria","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","18 285",""
"2010","Austria","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","24 883",""
"2010","Austria","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","17 018",""
"2010","Austria","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Austria","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","15 472",""
"2010","Austria","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Austria","Euro","Median equivalised net income","Foreign country","Total","18 years or over","16 267",""
"2010","Austria","Euro","Median equivalised net income","Reporting country","Total","18 years or over","22 370",""
"2010","Poland","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":","u"
"2010","Poland","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Poland","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":","u"
"2010","Poland","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Poland","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","4 785","u"
"2010","Poland","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","5 194",""
"2010","Poland","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":","u"
"2010","Poland","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Poland","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":","u"
"2010","Poland","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Poland","Euro","Median equivalised net income","Foreign country","Total","18 years or over","2 949","u"
"2010","Poland","Euro","Median equivalised net income","Reporting country","Total","18 years or over","4 467",""
"2010","Portugal","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","11 256","u"
"2010","Portugal","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Portugal","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","8 084",""
"2010","Portugal","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Portugal","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","8 768",""
"2010","Portugal","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","10 767",""
"2010","Portugal","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","8 984","u"
"2010","Portugal","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Portugal","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","7 500",""
"2010","Portugal","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Portugal","Euro","Median equivalised net income","Foreign country","Total","18 years or over","7 500",""
"2010","Portugal","Euro","Median equivalised net income","Reporting country","Total","18 years or over","8 887",""
"2010","Romania","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":","u"
"2010","Romania","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Romania","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":","u"
"2010","Romania","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Romania","Euro","Mean equivalised net income","Foreign country","Total","18 years or over",":","u"
"2010","Romania","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","2 451",""
"2010","Romania","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":","u"
"2010","Romania","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Romania","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":","u"
"2010","Romania","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Romania","Euro","Median equivalised net income","Foreign country","Total","18 years or over",":","u"
"2010","Romania","Euro","Median equivalised net income","Reporting country","Total","18 years or over","2 114",""
"2010","Slovenia","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","12 967",""
"2010","Slovenia","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Slovenia","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","7 928",""
"2010","Slovenia","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Slovenia","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","8 928",""
"2010","Slovenia","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","12 816",""
"2010","Slovenia","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","10 230",""
"2010","Slovenia","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Slovenia","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","7 507",""
"2010","Slovenia","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Slovenia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","8 007",""
"2010","Slovenia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","11 859",""
"2010","Slovakia","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","6 487","u"
"2010","Slovakia","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Slovakia","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":","u"
