"TIME","GEO","UNIT","INDIC_IL","CITIZEN","SEX","AGE","Value","Flag and Footnotes"
"2010","Slovakia","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Slovakia","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","6 620","u"
"2010","Slovakia","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","6 934",""
"2010","Slovakia","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","6 122","u"
"2010","Slovakia","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Slovakia","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":","u"
"2010","Slovakia","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Slovakia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","6 058","u"
"2010","Slovakia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","6 229",""
"2010","Finland","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","21 514",""
"2010","Finland","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Finland","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","16 545",""
"2010","Finland","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Finland","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","18 405",""
"2010","Finland","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","23 869",""
"2010","Finland","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","20 300",""
"2010","Finland","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Finland","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","13 501",""
"2010","Finland","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Finland","Euro","Median equivalised net income","Foreign country","Total","18 years or over","16 963",""
"2010","Finland","Euro","Median equivalised net income","Reporting country","Total","18 years or over","21 651",""
"2010","Sweden","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","18 203",""
"2010","Sweden","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Sweden","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","13 272",""
"2010","Sweden","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Sweden","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","15 773",""
"2010","Sweden","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","20 705",""
"2010","Sweden","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","18 298",""
"2010","Sweden","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Sweden","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","10 874",""
"2010","Sweden","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Sweden","Euro","Median equivalised net income","Foreign country","Total","18 years or over","13 855",""
"2010","Sweden","Euro","Median equivalised net income","Reporting country","Total","18 years or over","19 390",""
"2010","United Kingdom","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","19 623",""
"2010","United Kingdom","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","United Kingdom","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","17 193",""
"2010","United Kingdom","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","United Kingdom","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","18 476",""
"2010","United Kingdom","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","21 094",""
"2010","United Kingdom","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","16 677",""
"2010","United Kingdom","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","United Kingdom","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","13 406",""
"2010","United Kingdom","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","United Kingdom","Euro","Median equivalised net income","Foreign country","Total","18 years or over","15 278",""
"2010","United Kingdom","Euro","Median equivalised net income","Reporting country","Total","18 years or over","17 946",""
"2010","Iceland","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","15 470",""
"2010","Iceland","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Iceland","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","16 100",""
"2010","Iceland","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Iceland","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","15 747",""
"2010","Iceland","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","21 622",""
"2010","Iceland","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","15 131",""
"2010","Iceland","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Iceland","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","14 888",""
"2010","Iceland","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Iceland","Euro","Median equivalised net income","Foreign country","Total","18 years or over","15 131",""
"2010","Iceland","Euro","Median equivalised net income","Reporting country","Total","18 years or over","19 051",""
"2010","Norway","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","36 918",""
"2010","Norway","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2010","Norway","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","29 127",""
"2010","Norway","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2010","Norway","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","33 931",""
"2010","Norway","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","35 617",""
"2010","Norway","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","33 973",""
"2010","Norway","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
